DAUID,Pop2016,Density,AgeTot,0_14%,15_64%,65over%,AvgHouseSize,OffLangTot,OffLangNo,OffLangNo%,LangTot,LangChinese,LangChi%,AvgDwellVal,AvgRent
24661617,307,18058.8,305,11.5,54.1,34.4,1.9,310,45,14.52,335,0,0.00,517543,605
24661618,999,27520.7,1000,22.5,67,10,3.2,1000,80,8.00,1035,30,2.90,426339,672
24661619,865,4711.3,865,21.4,60.1,19.7,2.5,865,10,1.16,820,10,1.22,748117,1121
24661620,904,4479.7,905,18.8,63.5,18.2,2.6,905,15,1.66,995,25,2.51,731379,1613
24661621,1202,7934,1200,9.2,63.8,27.5,1.6,1190,80,6.72,1095,10,0.91,246184,723
24661622,387,19846.2,385,13,70.1,16.9,2.3,390,35,8.97,380,0,0.00,398035,787
24661623,531,23600,530,18.9,67,13.2,2.5,535,45,8.41,570,20,3.51,407982,730
24661624,413,17574.5,415,9.6,72.3,18.1,2.4,415,60,14.46,345,30,8.70,462004,791
24661625,491,2091.1,490,12.2,82.7,5.1,1.8,490,10,2.04,450,30,6.67,375104,780
24661626,702,6212.4,700,9.3,83.6,7.9,1.8,700,25,3.57,675,0,0.00,322578,811
24661627,905,17538.8,905,12.7,80.7,6.6,1.9,905,10,1.10,865,0,0.00,378607,917
24661628,612,2730.9,610,10.7,84.4,4.9,1.6,615,5,0.81,575,10,1.74,302362,848
24661629,604,10100.3,605,10.7,66.1,23.1,1.9,505,10,1.98,525,10,1.90,467973,919
24661630,807,6753.1,810,12.3,57.4,29.6,1.9,810,25,3.09,720,20,2.78,381422,663
24661631,767,7161.5,765,13.7,69.9,17,2.1,770,10,1.30,690,0,0.00,608700,756
24661632,593,11209.8,595,17.6,69.7,12.6,1.8,590,5,0.85,645,10,1.55,502709,764
24661633,658,11463.4,660,16.7,73.5,10.6,1.9,655,0,0.00,565,0,0.00,405073,795
24661634,343,11827.6,345,13,76.8,10.1,1.9,340,5,1.47,330,0,0.00,495616,908
24661635,527,12547.6,525,15.2,73.3,12.4,1.9,525,0,0.00,640,10,1.56,439830,784
24661636,506,10835.1,505,13.9,72.3,13.9,1.8,505,5,0.99,600,0,0.00,444225,850
24661637,282,10254.5,280,10.7,75,14.3,1.8,280,5,1.79,310,0,0.00,443124,828
24661638,366,14758.1,365,13.7,75.3,13.7,2,365,0,0.00,375,10,2.67,428669,710
24661639,796,10641.7,795,10.1,69.8,20.8,1.6,700,10,1.43,760,10,1.32,450470,706
24661640,831,16422.9,830,11.4,66.9,21.1,1.8,745,25,3.36,800,0,0.00,363015,739
24661641,762,13275.3,760,12.5,64.5,24.3,1.9,765,5,0.65,655,10,1.53,484687,836
24661642,431,14177.6,430,14,75.6,10.5,1.8,430,0,0.00,425,10,2.35,468412,818
24661643,445,14590.2,445,18,75.3,7.9,2,445,0,0.00,395,0,0.00,608873,880
24661644,434,15390.1,430,9.3,83.7,9.3,1.6,435,0,0.00,430,0,0.00,460769,786
24661645,637,19844.2,640,14.1,77.3,7.8,1.9,635,5,0.79,635,20,3.15,326675,902
24661646,380,11585.4,380,13.2,76.3,10.5,1.9,380,0,0.00,385,0,0.00,601091,888
24661647,863,12103.8,865,11.6,81.5,6.4,1.7,850,5,0.59,835,15,1.80,379222,814
24661648,448,15555.6,450,13.3,77.8,7.8,1.7,450,0,0.00,465,0,0.00,393145,865
24661649,417,13627.5,420,13.1,78.6,6,2,410,5,1.22,425,0,0.00,492465,861
24661650,457,14983.6,460,16.3,75,6.5,2,455,5,1.10,450,15,3.33,487098,939
24661651,482,16678.2,485,12.4,77.3,9.3,1.6,480,5,1.04,425,0,0.00,464261,734
24661652,521,13893.3,520,14.4,73.1,12.5,2,525,5,0.95,520,0,0.00,529197,735
24661653,610,11914.1,610,13.1,73.8,13.1,2,610,10,1.64,585,0,0.00,395767,717
24661654,753,15430.3,755,11.3,76.8,11.3,1.8,755,15,1.99,755,20,2.65,428070,727
24661655,372,15183.7,370,13.5,73,13.5,2,370,10,2.70,340,0,0.00,424294,762
24661656,334,13046.9,335,16.4,73.1,10.4,1.9,335,5,1.49,355,0,0.00,444074,881
24661657,428,14362.4,430,12.8,77.9,8.1,1.8,420,0,0.00,465,0,0.00,453878,752
24661658,658,11503.5,655,15.3,71,13,1.9,655,5,0.76,645,0,0.00,586110,749
24661659,530,9249.6,530,16,73.6,11.3,2,530,0,0.00,460,0,0.00,444775,870
24661660,577,10017.4,575,13.9,74.8,11.3,1.8,580,0,0.00,590,0,0.00,508502,837
24661661,410,14436.6,410,11,76.8,13.4,1.8,410,0,0.00,365,0,0.00,482830,905
24661662,462,11105.8,465,15.1,72,14,1.8,465,0,0.00,445,0,0.00,472200,799
24661663,569,4123.2,570,8.8,43.9,47.4,1.5,570,10,1.75,525,0,0.00,623901,604
24661664,670,8072.3,670,12.7,68.7,18.7,1.8,665,5,0.75,640,30,4.69,547076,728
24661665,476,11469.9,475,13.7,70.5,15.8,1.8,475,5,1.05,430,0,0.00,455020,696
24661666,716,8374.3,720,16,67.4,16,1.9,715,5,0.70,705,0,0.00,413016,861
24661667,461,7921,465,14,62.4,22.6,2,440,15,3.41,595,10,1.68,459755,636
24661668,600,10695.2,600,16.7,70.8,12.5,2,590,10,1.69,545,0,0.00,385176,755
24661669,518,3545.5,520,20.2,65.4,14.4,2.2,520,5,0.96,500,0,0.00,454014,753
24661670,775,6715.8,775,18.7,70.3,10.3,2,775,15,1.94,840,20,2.38,432803,701
24661671,435,15000,435,19.5,70.1,10.3,2,435,5,1.15,470,10,2.13,342407,743
24661672,389,11859.8,390,15.4,74.4,9,1.9,365,10,2.74,355,10,2.82,459992,713
24661673,1083,15104.6,1085,19.4,69.1,11.5,2.2,1085,40,3.69,1040,45,4.33,338910,773
24661674,611,12972.4,610,13.9,63.9,22.1,1.7,610,5,0.82,665,0,0.00,426923,630
24661675,284,11932.8,285,14,68.4,15.8,1.9,285,5,1.75,330,20,6.06,418804,668
24661676,430,18614.7,430,15.1,73.3,11.6,1.8,430,5,1.16,420,0,0.00,369469,683
24661677,417,17160.5,420,19,72.6,8.3,2,415,10,2.41,385,20,5.19,0,731
24661678,442,7049.4,440,17,63.6,20.5,2.1,440,5,1.14,435,15,3.45,368570,723
24661679,291,3646.6,290,13.8,65.5,20.7,2.4,290,5,1.72,315,0,0.00,430075,0
24661680,613,13592,610,18.9,65.6,14.8,2,615,10,1.63,630,25,3.97,484295,744
24661681,588,11264.4,590,24.6,63.6,11.9,2.2,590,10,1.69,550,10,1.82,361587,743
24661682,622,5824,625,16.8,64,18.4,1.9,620,5,0.81,680,10,1.47,444390,724
24661683,519,10484.8,515,17.5,65,17.5,1.8,520,5,0.96,515,0,0.00,418523,695
24661684,645,12403.8,645,17.1,67.4,16.3,2,645,10,1.55,580,0,0.00,498928,753
24661685,831,14946,830,19.3,68.1,12.7,2,830,15,1.81,825,10,1.21,475356,757
24661686,643,6037.6,645,14.7,69,16.3,1.9,640,5,0.78,630,0,0.00,472592,723
24661687,534,8422.7,530,17,67.9,15.1,2.1,535,10,1.87,515,0,0.00,476167,789
24661688,469,3666.9,465,15.1,68.8,15.1,2.3,470,5,1.06,510,10,1.96,580426,894
24661689,434,11156.8,430,14,65.1,22.1,2.2,435,15,3.45,415,0,0.00,655503,795
24661690,497,4255.1,500,13,48,38,2.2,400,10,2.50,425,0,0.00,479334,830
24661691,574,10052.5,575,19.1,63.5,17.4,2,560,5,0.89,550,0,0.00,437900,815
24661692,734,12677,735,15.6,68,17,2.1,720,20,2.78,720,10,1.39,496678,708
24661693,491,10767.5,490,15.3,64.3,20.4,2,490,10,2.04,480,0,0.00,453339,734
24661694,467,4665.3,470,5.3,33,60.6,1.9,240,15,6.25,270,25,9.26,535034,733
24661695,342,10363.6,340,19.1,61.8,19.1,2.3,340,10,2.94,335,0,0.00,568753,727
24661696,587,10017.1,590,4.2,27.1,67.8,1.4,585,10,1.71,550,0,0.00,355293,750
24661697,1198,18777.4,1195,22.2,67.4,10.9,2.1,1195,45,3.77,1100,0,0.00,553852,760
24661698,541,9695.3,540,20.4,57.4,22.2,2.5,540,25,4.63,515,0,0.00,559341,871
24661699,714,10851.1,715,21,58.7,20.3,2.5,715,30,4.20,685,15,2.19,441184,839
24661700,699,5499.6,700,27.9,57.9,14.3,2.5,695,15,2.16,765,0,0.00,0,801
24661701,456,6071.9,455,14.3,57.1,28.6,2.5,455,10,2.20,435,20,4.60,492370,819
24661702,496,12620.9,500,22,61,16,2.5,495,15,3.03,560,0,0.00,706042,921
24661703,717,7376.5,720,9,49.3,41,1.9,715,15,2.10,495,10,2.02,432182,738
24661704,609,12107.4,610,18,67.2,13.9,2.1,610,25,4.10,620,25,4.03,366882,699
24661705,723,4225.6,725,15.9,59.3,24.1,2,575,15,2.61,620,0,0.00,420144,734
24661708,2737,4721.4,2740,6.6,50,43.2,1.7,2740,10,0.36,2700,35,1.30,585556,1282
24661709,1207,2164.2,1205,5,34.4,61,1.5,885,5,0.56,895,10,1.12,366689,1550
24661710,466,8519.2,465,12.9,69.9,17.2,1.9,460,10,2.17,475,0,0.00,337975,683
24661711,511,8349.7,510,12.7,70.6,17.6,1.9,515,10,1.94,570,35,6.14,333628,754
24661712,377,8304,375,14.7,72,14.7,1.9,380,0,0.00,340,0,0.00,418134,741
24661713,552,9049.2,550,11.8,71.8,16.4,1.9,555,5,0.90,530,15,2.83,331480,754
24661714,472,11540.3,475,8.4,75.8,13.7,1.7,460,5,1.09,430,15,3.49,318448,772
24661715,659,4304.4,660,15.9,72.7,11.4,1.9,660,10,1.52,660,0,0.00,0,708
24661716,511,9463,510,11.8,72.5,15.7,1.8,510,5,0.98,540,0,0.00,279274,766
24661717,452,10787.6,450,15.6,67.8,16.7,2.1,450,5,1.11,480,10,2.08,366183,782
24661718,476,1532,480,14.6,75,10.4,2,450,0,0.00,460,0,0.00,277657,733
24661719,629,4314.1,630,13.5,71.4,14.3,1.9,630,5,0.79,630,0,0.00,329677,800
24661720,617,699.5,615,15.4,75.6,8.9,2.1,615,10,1.63,625,45,7.20,310934,788
24661721,466,12231,465,10.8,73.1,15.1,2.1,465,15,3.23,455,50,10.99,440296,765
24661723,651,14498.9,655,15.3,73.3,10.7,2,625,10,1.60,640,15,2.34,309755,761
24661725,285,2004.2,285,12.3,77.2,8.8,2,285,5,1.75,265,0,0.00,363176,838
24661726,435,5105.6,435,9.2,72.4,18.4,2.1,435,5,1.15,510,10,1.96,291579,748
24661727,466,374.1,470,13.8,75.5,10.6,2,450,0,0.00,390,10,2.56,268088,705
24661728,863,2231.7,860,16.9,77.9,5.2,1.9,835,5,0.60,795,10,1.26,313804,733
24661729,353,8286.4,,,,,,,,#DIV/0!,110,0,0.00,0,819
24661730,422,16880,425,14.1,76.5,8.2,1.8,420,0,0.00,410,0,0.00,328117,750
24661731,479,12441.6,475,13.7,76.8,9.5,2,480,0,0.00,465,10,2.15,339890,925
24661732,422,16168.6,420,7.1,84.5,8.3,1.8,415,0,0.00,420,10,2.38,297669,786
24661733,454,17262.4,450,16.7,74.4,10,1.9,455,0,0.00,385,0,0.00,501747,748
24661734,547,18052.8,545,15.6,76.1,9.2,1.9,550,0,0.00,550,0,0.00,414817,800
24661735,529,15245,530,10.4,79.2,10.4,1.7,515,0,0.00,545,0,0.00,377027,767
24661736,535,9780.6,535,13.1,78.5,8.4,1.8,515,0,0.00,445,0,0.00,324987,728
24661737,407,14640.3,405,12.3,76.5,12.3,1.7,410,5,1.22,445,10,2.25,541312,728
24661738,659,10280.8,660,9.1,60.6,29.5,1.6,660,5,0.76,680,20,2.94,342485,676
24661739,547,15628.6,550,11.8,82.7,6.4,1.9,545,0,0.00,605,0,0.00,279287,848
24661740,443,12657.1,440,12.5,80.7,8,1.8,445,0,0.00,420,10,2.38,323997,768
24661741,542,17597.4,540,12,78.7,9.3,1.8,540,0,0.00,520,0,0.00,297481,806
24661742,489,14510.4,490,11.2,80.6,8.2,2,490,5,1.02,455,0,0.00,358478,839
24661743,406,15206,405,8.6,84,7.4,1.9,405,5,1.23,460,10,2.17,320167,790
24661744,617,16950.5,615,10.6,84.6,6.5,2,615,5,0.81,580,0,0.00,288116,790
24661745,479,16925.8,480,13.5,80.2,6.3,2.1,480,5,1.04,420,0,0.00,267713,901
24661746,766,20318.3,765,7.8,84.3,8.5,1.7,745,0,0.00,740,15,2.03,265897,764
24661747,488,16655.3,485,8.2,84.5,7.2,1.8,490,0,0.00,430,0,0.00,349204,763
24661748,1026,11237.7,1025,12.2,78.5,8.8,1.9,1025,10,0.98,1050,25,2.38,297265,776
24661749,555,17024.5,555,13.5,79.3,8.1,2,545,5,0.92,635,10,1.57,435893,809
24661750,550,13285,550,8.2,75.5,17.3,1.7,550,0,0.00,540,0,0.00,262789,697
24661751,305,2891,305,9.8,82,9.8,2,305,5,1.64,330,20,6.06,0,716
24661752,716,8127.1,715,9.1,83.2,7.7,1.7,715,5,0.70,770,0,0.00,323241,874
24661753,494,21478.3,490,11.2,83.7,6.1,1.8,495,0,0.00,530,0,0.00,359482,805
24661754,419,17242.8,420,14.3,78.6,7.1,1.9,420,0,0.00,410,0,0.00,346434,789
24661755,448,20180.2,450,8.9,82.2,8.9,1.6,450,0,0.00,435,0,0.00,311443,819
24661756,413,18355.6,410,14.6,78,8.5,1.9,410,5,1.22,430,0,0.00,359756,811
24661757,783,17674.9,785,9.6,82.8,7.6,1.7,785,5,0.64,785,10,1.27,348230,776
24661758,454,16156.6,450,6.7,83.3,10,1.7,455,5,1.10,505,0,0.00,341797,735
24661759,481,16996.5,480,10.4,80.2,8.3,1.8,480,0,0.00,480,0,0.00,0,758
24661760,415,16938.8,415,9.6,80.7,10.8,1.6,415,5,1.20,475,0,0.00,372461,794
24661761,779,15096.9,780,10.3,81.4,9,1.8,780,10,1.28,690,25,3.62,289186,759
24661762,572,12626.9,575,10.4,81.7,7,1.8,570,0,0.00,495,15,3.03,262116,821
24661763,979,12583.5,980,12.8,82.7,4.6,2,970,10,1.03,1020,10,0.98,260463,735
24661764,480,13913,480,6.3,55.2,38.5,1.9,320,0,0.00,295,0,0.00,449942,861
24661765,906,12851.1,905,10.5,76.8,13.3,1.7,900,10,1.11,835,25,2.99,234270,632
24661766,866,11159.8,865,13.3,79.2,8.1,2,835,5,0.60,915,15,1.64,324320,809
24661767,1222,11887.2,1225,9.4,84.5,5.7,1.6,1210,10,0.83,1285,35,2.72,281083,722
24661768,485,7238.8,485,9.3,82.5,8.2,1.8,455,5,1.10,485,10,2.06,277216,653
24661769,332,16767.7,330,12.1,78.8,7.6,1.7,335,0,0.00,305,0,0.00,365993,715
24661770,562,7574.1,560,8,59.8,32.1,1.9,415,5,1.20,335,0,0.00,239215,717
24661771,718,16974,720,10.4,81.3,7.6,1.7,720,10,1.39,705,0,0.00,306689,709
24661772,344,16303.3,345,8.7,84.1,7.2,1.7,340,0,0.00,415,0,0.00,0,800
24661773,649,10762.9,650,7.7,82.3,10.8,1.6,645,5,0.78,640,0,0.00,384564,725
24661774,434,19375,435,6.9,85.1,8,1.6,435,5,1.15,430,10,2.33,0,768
24661775,538,11594.8,535,9.3,74.8,16.8,1.8,470,10,2.13,490,50,10.20,433905,692
24661776,402,8608.1,400,12.5,81.3,6.3,1.7,400,5,1.25,460,30,6.52,482455,697
24661777,658,6741.8,655,9.9,80.9,9.9,1.7,655,5,0.76,705,20,2.84,405483,860
24661778,1138,8117,1135,9.7,59,31.3,1.7,975,10,1.03,995,0,0.00,352173,871
24661779,598,6321.4,595,10.1,81.5,8.4,1.7,595,10,1.68,585,55,9.40,399895,761
24661780,513,9661,515,8.7,81.6,8.7,1.6,510,0,0.00,480,10,2.08,314183,652
24661781,681,9341.6,685,8.8,83.9,7.3,1.8,680,5,0.74,720,25,3.47,333642,710
24661782,589,5055.8,590,9.3,82.2,8.5,1.8,590,0,0.00,580,0,0.00,381652,782
24661783,957,14177.8,960,10.4,80.2,9.4,2,960,45,4.69,955,160,16.75,264966,704
24661784,649,14551.6,650,12.3,79.2,9.2,1.9,645,10,1.55,755,40,5.30,483303,770
24661785,394,11036.4,390,9,79.5,12.8,1.8,385,10,2.60,390,10,2.56,325688,640
24661786,559,8508.4,555,9,83.8,8.1,1.8,560,25,4.46,545,60,11.01,247580,797
24661787,523,11700.2,525,6.7,85.7,6.7,1.9,520,0,0.00,490,30,6.12,322350,729
24661788,531,14873.9,535,9.3,70.1,19.6,1.7,535,5,0.93,515,20,3.88,354568,726
24661789,526,15202.3,525,10.5,84.8,6.7,1.8,525,5,0.95,485,0,0.00,315514,738
24661790,570,16011.2,570,8.8,87.7,3.5,1.7,570,10,1.75,555,0,0.00,483845,693
24661791,535,18706.3,535,8.4,83.2,8.4,1.8,535,0,0.00,610,0,0.00,518377,883
24661792,627,17711.9,630,11.1,80.2,8.7,1.7,625,10,1.60,605,0,0.00,375706,772
24661793,399,13902.4,400,8.8,80,10,1.7,400,0,0.00,385,0,0.00,353070,851
24661794,415,18778.3,415,8.4,86.7,6,1.7,415,0,0.00,480,0,0.00,0,769
24661795,788,17990.9,785,6.4,87.3,5.7,1.6,745,5,0.67,760,10,1.32,434885,834
24661796,454,15874.1,455,13.2,79.1,6.6,1.9,455,0,0.00,550,0,0.00,372546,917
24661797,385,11063.2,385,10.4,70.1,19.5,2.1,385,0,0.00,310,0,0.00,436925,1081
24661798,592,15497.4,590,11.9,83.1,4.2,1.8,590,5,0.85,680,0,0.00,359418,913
24661799,505,23933.6,505,9.9,82.2,6.9,1.5,505,5,0.99,490,0,0.00,0,687
24661800,512,25858.6,510,11.8,78.4,9.8,1.6,515,0,0.00,460,0,0.00,0,729
24661801,411,7223.2,410,4.9,65.9,28,1.8,270,0,0.00,240,0,0.00,354125,829
24661802,597,8200.5,595,11.8,80.7,7.6,1.8,595,10,1.68,565,0,0.00,354566,853
24661803,454,24945.1,455,13.2,80.2,5.5,1.8,455,5,1.10,430,15,3.49,434728,960
24661804,571,20105.6,570,8.8,62.3,29.8,1.6,490,0,0.00,495,10,2.02,391234,755
24661805,629,17472.2,630,15.9,78.6,5.6,2.1,630,5,0.79,650,0,0.00,473758,1003
24661806,720,18461.5,720,14.6,79.9,5.6,2.2,715,5,0.70,670,0,0.00,576220,1104
24661807,560,19788,560,10.7,83,5.4,2.1,555,0,0.00,485,0,0.00,544108,1095
24661808,455,18647.5,455,12.1,83.5,5.5,1.7,455,0,0.00,415,0,0.00,442036,976
24661809,474,10440.5,475,9.5,84.2,7.4,1.7,475,5,1.05,540,10,1.85,447410,952
24661810,1144,9196.1,1140,16.7,77.6,5.7,1.9,1140,10,0.88,1145,15,1.31,415753,911
24661811,464,18634.5,465,11.8,82.8,5.4,1.8,465,0,0.00,460,20,4.35,345399,935
24661812,464,19173.6,465,11.8,80.6,6.5,1.9,465,0,0.00,370,0,0.00,337848,924
24661813,398,15366.8,395,12.7,83.5,3.8,1.9,400,0,0.00,370,10,2.70,568595,941
24661814,568,12566.4,565,11.5,83.2,6.2,2,565,5,0.88,505,0,0.00,439962,1117
24661815,332,15734.6,330,13.6,78.8,7.6,1.9,335,0,0.00,330,0,0.00,389096,1044
24661816,589,11709.7,590,13.6,78.8,8.5,1.8,590,0,0.00,605,0,0.00,560898,967
24661817,545,12057.5,545,10.1,80.7,7.3,1.9,540,5,0.93,580,10,1.72,548181,1048
24661818,434,20765.6,435,11.5,79.3,9.2,1.6,435,0,0.00,430,0,0.00,0,698
24661819,636,17472.5,635,11.8,83.5,6.3,1.8,640,0,0.00,625,0,0.00,469139,964
24661820,511,12617.3,515,9.7,82.5,5.8,1.8,510,0,0.00,485,0,0.00,502504,1234
24661821,710,11378.2,710,12,81.7,5.6,1.8,710,5,0.70,675,0,0.00,350039,831
24661822,517,11670.4,515,8.7,87.4,4.9,1.7,515,0,0.00,525,0,0.00,444548,914
24661823,544,18630.1,545,9.2,84.4,6.4,1.8,545,5,0.92,530,0,0.00,579554,896
24661824,1000,16313.2,1000,16.5,77,6.5,1.9,1000,5,0.50,1035,0,0.00,406438,1126
24661825,470,16491.2,470,14.9,77.7,6.4,1.8,470,5,1.06,480,0,0.00,544168,981
24661826,547,17040.5,545,12.8,80.7,6.4,1.8,550,5,0.91,550,0,0.00,418114,974
24661827,908,5877,910,11.5,79.1,9.3,1.7,905,5,0.55,880,0,0.00,379386,981
24661828,636,14654.4,635,11.8,81.1,7.9,1.7,635,5,0.79,660,10,1.52,477898,988
24661829,486,11941,485,9.3,70.1,21.6,1.6,490,5,1.02,455,0,0.00,0,768
24661830,530,13383.8,530,14.2,78.3,7.5,2,530,0,0.00,580,0,0.00,579587,1233
24661831,429,14793.1,430,18.6,74.4,7,2.1,430,0,0.00,495,0,0.00,631173,1292
24661832,546,19090.9,545,11.9,78,11,1.6,550,0,0.00,585,0,0.00,477962,857
24661833,584,12399.2,585,6.8,80.3,12,1.6,585,0,0.00,490,10,2.04,396942,896
24661834,526,19267.4,525,9.5,85.7,4.8,1.8,520,0,0.00,480,10,2.08,403709,993
24661835,619,13910.1,620,12.1,73.4,15.3,1.8,620,5,0.81,635,0,0.00,471065,931
24661836,337,11541.1,340,11.8,76.5,10.3,2,340,5,1.47,365,0,0.00,419630,1271
24661837,441,10114.7,440,12.5,76.1,11.4,1.9,440,5,1.14,480,10,2.08,584591,986
24661838,727,14367.6,730,16.4,78.8,4.8,2.1,730,5,0.68,710,0,0.00,445511,1217
24661839,569,14441.6,570,12.3,78.1,9.6,2,570,5,0.88,575,10,1.74,452145,1108
24661840,327,10863.8,330,16.7,71.2,10.6,2,325,0,0.00,405,10,2.47,486407,996
24661841,356,15344.8,355,8.5,80.3,8.5,1.6,355,5,1.41,345,15,4.35,479952,931
24661842,704,18575.2,705,16.3,66.7,17,2.1,705,15,2.13,690,15,2.17,420267,817
24661843,633,21604.1,635,12.6,76.4,11,1.6,635,5,0.79,680,0,0.00,510608,833
24661844,532,17615.9,530,7.5,79.2,13.2,1.6,535,5,0.93,530,15,2.83,552703,876
24661845,512,17066.7,510,15.7,69.6,14.7,2.1,510,0,0.00,460,0,0.00,454710,997
24661846,561,15626.7,560,11.6,76.8,12.5,1.8,560,0,0.00,470,0,0.00,481821,1121
24661847,565,13139.5,565,8.8,80.5,11.5,1.7,565,0,0.00,495,15,3.03,521487,1118
24661848,709,31371.7,710,6.3,78.2,16.2,1.5,710,10,1.41,745,10,1.34,495209,999
24661849,613,17768.1,615,11.4,80.5,8.9,1.7,615,5,0.81,605,0,0.00,291903,850
24661850,620,20327.9,620,11.3,58.9,29,1.6,520,10,1.92,525,10,1.90,0,677
24661851,688,17157.1,690,12.3,81.2,5.8,1.8,680,5,0.74,640,10,1.56,326332,878
24661852,679,12081.9,675,8.9,79.3,12.6,1.8,675,5,0.74,740,10,1.35,401975,788
24661853,863,11568.4,860,8.7,83.7,7.6,1.6,865,5,0.58,875,15,1.71,411984,752
24661854,485,16275.2,485,7.2,75.3,17.5,1.5,480,10,2.08,490,70,14.29,378579,603
24661855,559,14986.6,560,8,84.8,7.1,1.7,555,5,0.90,530,10,1.89,380752,843
24661856,360,12903.2,360,6.9,84.7,8.3,1.8,360,0,0.00,355,0,0.00,354219,1053
24661857,349,15374.4,345,8.7,88.4,4.3,1.9,350,0,0.00,375,0,0.00,478625,958
24661858,850,4735.4,850,3.5,85.3,11.8,1.6,825,0,0.00,775,10,1.29,584875,1015
24661859,650,8760.1,650,3.8,75.4,20.8,1.5,650,15,2.31,535,10,1.87,419430,705
24661860,600,41379.3,600,13.3,62.5,24.2,1.8,600,20,3.33,580,30,5.17,0,677
24661861,579,13040.5,580,3.4,88.8,6.9,1.8,580,0,0.00,635,55,8.66,457867,1072
24661862,430,17269.1,430,7,87.2,7,1.6,430,5,1.16,380,0,0.00,221992,750
24661863,566,17048.2,565,7.1,88.5,5.3,1.6,565,0,0.00,545,15,2.75,401456,833
24661864,346,15515.7,345,1.4,50.7,46.4,1.3,340,5,1.47,340,0,0.00,0,840
24661865,488,7883.7,490,5.1,85.7,8.2,1.6,485,5,1.03,495,0,0.00,528246,818
24661866,511,10557.9,510,2,89.2,9.8,1.6,510,0,0.00,475,10,2.11,351150,877
24661867,433,7988.9,435,4.6,80.5,16.1,1.6,435,10,2.30,445,25,5.62,457730,705
24661868,474,21743.1,475,4.2,87.4,7.4,1.7,435,5,1.15,435,10,2.30,0,1059
24661869,449,6918.3,445,3.4,85.4,12.4,1.5,450,5,1.11,450,0,0.00,304020,841
24661870,757,4383.3,755,8.6,82.8,7.9,1.7,750,0,0.00,765,10,1.31,294067,847
24661871,1333,6399.4,1330,7.5,80.8,12,1.7,1335,10,0.75,1290,20,1.55,265428,796
24661872,398,13771.6,400,2.5,48.8,48.8,1.7,135,0,0.00,135,0,0.00,0,846
24661873,603,15744.1,600,19.2,76.7,4.2,2.1,605,10,1.65,650,20,3.08,276299,610
24661874,694,11193.5,695,14.4,80.6,5,2.1,695,5,0.72,745,35,4.70,304530,758
24661877,441,4971.8,440,18.2,76.1,6.8,1.9,440,10,2.27,360,10,2.78,317222,625
24661879,871,7276.5,870,12.6,79.9,7.5,1.8,870,5,0.57,800,15,1.88,353642,692
24661880,534,14052.6,535,9.3,85,5.6,1.9,535,5,0.93,505,0,0.00,330920,947
24661881,680,19101.1,680,12.5,83.1,4.4,2,680,5,0.74,695,0,0.00,317011,915
24661882,1000,14992.5,1000,8.5,86.5,5,1.7,1000,5,0.50,980,15,1.53,358099,824
24661883,633,5861.1,635,5.5,75.6,18.9,1.4,635,5,0.79,620,0,0.00,291492,923
24661884,543,12598.6,545,17.4,78,3.7,1.8,540,10,1.85,545,10,1.83,212382,816
24661885,742,6272.2,745,9.4,85.9,4,1.9,740,15,2.03,765,55,7.19,347975,868
24661886,620,5636.4,620,7.3,71.8,20.2,1.7,620,15,2.42,635,10,1.57,352840,672
24661887,589,14227.1,590,6.8,85.6,7.6,1.5,590,0,0.00,580,25,4.31,288232,815
24661889,1271,45392.9,1270,6.3,76.8,17.3,1.5,1270,5,0.39,1170,15,1.28,248526,943
24661890,377,22307.7,375,12,82.7,6.7,1.9,375,0,0.00,430,10,2.33,451842,993
24661891,307,19068.3,310,9.7,85.5,3.2,1.7,305,5,1.64,285,0,0.00,423181,962
24661892,516,20722.9,520,15.4,78.8,4.8,2,515,5,0.97,550,0,0.00,434555,1082
24661893,305,17329.5,305,11.5,83.6,3.3,2,305,5,1.64,315,0,0.00,442057,1100
24661894,586,5661.8,585,6.8,47.9,45.3,2,315,5,1.59,330,0,0.00,425296,1132
24661895,627,16720,625,9.6,84.8,5.6,1.8,625,0,0.00,630,10,1.59,513240,1042
24661896,476,20169.5,480,13.5,76,10.4,1.7,475,0,0.00,460,0,0.00,500872,966
24661897,656,16994.8,655,10.7,77.1,11.5,1.7,655,0,0.00,665,0,0.00,455596,899
24661898,526,14101.9,525,10.5,82.9,6.7,1.7,525,0,0.00,520,0,0.00,525319,814
24661899,922,23580.6,920,8.2,84.2,7.6,1.5,925,5,0.54,890,10,1.12,494179,820
24661900,554,15261.7,555,12.6,80.2,8.1,1.7,555,0,0.00,565,10,1.77,462689,799
24661901,389,13506.9,390,17.9,75.6,6.4,2.1,390,0,0.00,435,0,0.00,588949,1050
24661902,673,15724.3,670,15.7,77.6,7.5,1.9,675,0,0.00,690,0,0.00,532222,977
24661903,422,17957.4,420,7.1,85.7,6,1.5,420,0,0.00,435,0,0.00,425324,768
24661904,440,14102.6,440,14.8,76.1,8,1.8,440,5,1.14,405,0,0.00,473182,1074
24661905,511,18581.8,510,14.7,78.4,6.9,2,510,5,0.98,545,0,0.00,479594,1168
24661906,472,17101.4,470,11.7,81.9,6.4,1.9,475,0,0.00,420,0,0.00,525181,1095
24661907,642,14172.2,640,14.8,74.2,10.9,2.2,640,0,0.00,605,0,0.00,616409,1047
